fixing non ASCII chars on jmetal...
loading java files...
compiling...
removing aux files...
running...
	Var1	Var2	Var3	Var4	Var5	Var6	Var7	Var8	Var9	Var10	Var11	Var12	Var13	Var14	Var15	Var16	Obj1	Obj2	Obj3	Obj4	Obj5
	-0.022	0.029	0.016	-0.187	0.012	0.159	-0.173	0.322	0.160	0.080	1.000	0.145	0.031	-0.028	0.160	0.241	0.128	0.240	0.098	0.022	0.038
	-0.075	-0.088	0.048	0.030	0.087	-0.011	0.044	0.146	0.025	0.023	0.145	1.000	-0.078	0.123	0.320	0.054	0.050	0.040	0.010	0.117	0.087
	-0.135	-0.129	-0.154	0.100	-0.077	0.197	0.027	0.091	-0.010	-0.024	0.031	-0.078	1.000	-0.032	-0.033	-0.011	0.011	0.044	0.144	0.126	0.142
	-0.043	0.014	-0.024	-0.013	0.065	-0.137	-0.067	-0.063	-0.066	-0.006	-0.028	0.123	-0.032	1.000	0.117	-0.112	0.005	0.053	0.063	0.000	0.047
	-0.030	-0.024	0.008	0.002	0.154	0.007	0.085	0.162	0.048	-0.079	0.160	0.320	-0.033	0.117	1.000	0.088	0.059	0.117	0.040	0.053	0.047
	-0.083	-0.073	-0.068	-0.191	0.155	0.128	-0.091	0.267	0.381	0.064	0.241	0.054	-0.011	-0.112	0.088	1.000	0.095	0.214	0.155	0.101	0.100
	0.192	0.246	0.184	0.028	0.016	0.041	-0.044	0.097	0.078	0.071	0.128	0.050	0.011	0.005	0.059	0.095	1.000	0.110	-0.041	-0.225	-0.182
	0.054	0.229	0.129	-0.563	0.067	0.026	-0.015	0.104	0.155	0.043	0.240	0.040	0.044	0.053	0.117	0.214	0.110	1.000	0.047	-0.192	-0.031
	-0.039	0.135	-0.694	-0.005	0.004	0.134	-0.012	0.089	0.058	0.161	0.098	0.010	0.144	0.063	0.040	0.155	-0.041	0.047	1.000	-0.117	0.059
	-0.307	-0.881	-0.034	0.225	0.056	-0.019	0.004	0.045	0.115	0.010	0.022	0.117	0.126	0.000	0.053	0.101	-0.225	-0.192	-0.117	1.000	0.325
	-0.958	-0.342	-0.143	0.103	-0.006	0.114	0.067	0.034	0.106	0.021	0.038	0.087	0.142	0.047	0.047	0.100	-0.182	-0.031	0.059	0.325	1.000

done.
